,Company,TypeName,Cpu,Ram,Memory,Gpu,OpSys,Weight,Price,ppi,IPS,Touchscreen,HDD,SSD,Hybrid,Flash_Storage
1100,Dell,Ultrabook,Intel Core i3,4,500GB HDD,Intel HD,Windows 7,1.5,100938,125.37,0,0,500,0,0,0
1101,Dell,Ultrabook,Intel Core i3,4,128GB SSD,Intel HD,Windows 7,1.5,103767,125.37,0,0,0,128,0,0
1102,Acer,Notebook,Other Intel Processor,4,16GB SSD,Intel HD,Chrome OS,2.2,18584,100.45,0,0,0,16,0,0
1103,HP,Workstation,Intel Core i7,8,1TB HDD,AMD FirePro,Windows 7,3.0,257779,127.34,1,0,1,0,0,0
1104,Lenovo,Gaming,Intel Core i7,16,512GB SSD,Nvidia GeForce,Windows 10,2.4,106615,141.21,0,0,0,512,0,0
1105,Dell,Ultrabook,Intel Core i5,8,256GB SSD,Intel HD,Windows 7,1.5,125653,125.37,0,0,0,256,0,0
1106,MSI,Gaming,Intel Core i7,8,128GB SSD +  1TB HDD,Nvidia GeForce,Windows 10,2.9,134375,127.34,0,0,1,128,0,0
1107,Lenovo,2 in 1 Convertible,Intel Core i5,4,256GB SSD,Intel HD,Windows 10,2.1,77094,141.21,1,1,0,256,0,0
1108,HP,Notebook,AMD A-Series,4,1TB HDD,AMD Radeon,Windows 10,2.1,35390,141.21,0,0,1,0,0,0
1109,Asus,Gaming,Intel Core i7,16,128GB SSD +  1TB HDD,Nvidia GeForce,Windows 10,2.59,119064,141.21,1,0,1,128,0,0
1110,HP,Notebook,Other Intel Processor,8,256GB SSD,Intel HD,Windows 10,1.16,151075,276.05,0,1,0,256,0,0
1111,Dell,Notebook,Intel Core i5,4,500GB HDD,AMD Radeon,Windows 7,2.24,68393,100.45,0,0,500,0,0,0
1112,Lenovo,Notebook,Intel Core i3,4,128GB SSD,Intel HD,Windows 10,2.1,38147,100.45,0,0,0,128,0,0
1113,HP,Ultrabook,Intel Core i7,8,512GB SSD,Intel HD,Windows 10,1.16,175083,165.63,0,0,0,512,0,0
1115,Dell,Ultrabook,Intel Core i7,8,256GB SSD,Intel Iris,Windows 10,1.23,122621,165.63,0,0,0,256,0,0
1116,Lenovo,Gaming,Intel Core i7,16,256GB SSD +  1.0TB Hybrid,Nvidia GeForce,Windows 10,4.6,244529,127.34,1,0,0,256,10,0
1118,Toshiba,Ultrabook,Intel Core i7,16,512GB SSD,Intel HD,Windows 10,1.05,197936,165.63,0,0,0,512,0,0
1119,Asus,Gaming,Intel Core i7,8,128GB SSD +  1TB HDD,Nvidia GeForce,Windows 10,3.52,116707,127.34,0,0,1,128,0,0
1121,HP,Notebook,Intel Core i5,8,256GB SSD,Intel HD,Windows 10,1.16,150275,165.63,0,0,0,256,0,0
1122,HP,Notebook,Intel Core i5,8,256GB SSD,Intel HD,Windows 7,1.43,134536,157.35,0,0,0,256,0,0
1123,Dell,Notebook,Intel Core i5,4,500GB HDD,Intel HD,Linux,2.09,46561,100.45,0,0,500,0,0,0
1124,Asus,Notebook,Intel Core i3,4,1TB HDD,Intel HD,Windows 10,2.0,38680,100.45,0,0,1,0,0,0
1125,Lenovo,2 in 1 Convertible,Intel Core i7,8,256GB SSD,Intel HD,Windows 10,1.8,148407,157.35,1,1,0,256,0,0
1127,HP,Ultrabook,Intel Core i5,8,256GB SSD,Intel HD,Windows 7,1.26,168503,125.37,0,0,0,256,0,0
1128,Lenovo,Gaming,Intel Core i5,8,128GB SSD +  1TB HDD,Nvidia GeForce,No OS,2.4,87942,141.21,1,0,1,128,0,0
1129,HP,Gaming,Intel Core i5,8,128GB SSD +  1TB HDD,Nvidia GeForce,Windows 10,3.35,100391,127.34,1,0,1,128,0,0
1130,HP,Notebook,Intel Core i7,8,2TB HDD,Intel HD,Windows 10,2.04,55931,100.45,0,0,2,0,0,0
1131,Lenovo,2 in 1 Convertible,Intel Core i7,8,512GB SSD,Nvidia Quadro,Windows 7,1.8,182320,157.35,1,1,0,512,0,0
1132,Asus,Notebook,Other Intel Processor,4,32GB Flash Storage,Intel HD,Windows 10,1.5,24720,111.94,0,0,0,0,0,32
1133,HP,Ultrabook,Intel Core i7,8,256GB SSD,Intel HD,Windows 10,1.84,66868,141.21,0,0,0,256,0,0
1134,Acer,Notebook,Intel Core i5,4,1TB HDD,Nvidia GeForce,Windows 10,2.23,54775,141.21,0,0,1,0,0,0
1135,Lenovo,Notebook,Intel Core i7,16,1.0TB Hybrid,AMD Radeon,Windows 10,2.5,97723,141.21,0,0,0,0,10,0
1136,HP,Workstation,Intel Core i7,8,256GB SSD,Nvidia Quadro,Windows 7,3.0,351181,127.34,1,0,0,256,0,0
1137,Dell,Notebook,Intel Core i5,8,1TB HDD,AMD Radeon,Windows 10,2.5,69713,100.45,0,0,1,0,0,0
1138,MSI,Gaming,Intel Core i7,16,256GB SSD +  1TB HDD,Nvidia GeForce,Windows 10,3.78,213319,127.34,0,0,1,256,0,0
1139,HP,Ultrabook,Intel Core i7,8,256GB SSD,Intel HD,Windows 7,1.88,193109,141.21,0,0,0,256,0,0
1140,Lenovo,2 in 1 Convertible,Intel Core i7,16,512GB SSD,Intel HD,Windows 10,2.8,216965,209.8,1,1,0,512,0,0
1141,MSI,Gaming,Intel Core i7,8,128GB SSD +  1TB HDD,Nvidia GeForce,Windows 10,2.4,101618,141.21,0,0,1,128,0,0
1142,HP,2 in 1 Convertible,Intel Core i5,8,256GB SSD,Intel HD,Windows 10,1.48,144851,165.63,0,1,0,256,0,0
1143,HP,Workstation,Intel Core i7,8,256GB SSD,Nvidia Quadro,Windows 7,2.59,198203,141.21,1,0,0,256,0,0
1144,HP,2 in 1 Convertible,Intel Core i7,8,256GB SSD,Intel HD,Windows 10,1.48,159967,220.84,0,1,0,256,0,0
1145,HP,Workstation,Intel Core i7,8,256GB SSD,Nvidia Quadro,Windows 7,2.0,168859,141.21,0,0,0,256,0,0
1146,HP,Ultrabook,Intel Core i7,8,256GB SSD,Intel HD,Windows 7,1.26,204245,176.23,0,0,0,256,0,0
1147,Dell,Notebook,Intel Core i7,8,256GB SSD,Nvidia GeForce,Windows 10,2.18,89800,141.21,0,0,0,256,0,0
1148,HP,Notebook,Intel Core i5,8,256GB SSD,Intel HD,Windows 7,1.88,140405,141.21,0,0,0,256,0,0
1149,Lenovo,2 in 1 Convertible,Intel Core i7,8,256GB SSD,Intel HD,Windows 10,1.27,207984,209.8,1,1,0,256,0,0
1150,Lenovo,Notebook,Intel Core i3,4,1TB HDD,Intel HD,No OS,1.9,30144,100.45,0,0,1,0,0,0
1151,HP,Notebook,AMD E-Series,4,500GB HDD,AMD Radeon,Windows 10,1.86,26409,100.45,0,0,500,0,0,0
1152,Lenovo,Notebook,Intel Core i5,8,1TB HDD,AMD Radeon,No OS,2.32,53263,141.21,0,0,1,0,0,0
1153,Dell,Gaming,Intel Core i7,8,1TB HDD,Nvidia GeForce,Windows 10,2.62,106615,141.21,0,0,1,0,0,0
1154,Dell,Notebook,Intel Core i5,8,256GB SSD,Nvidia GeForce,Windows 10,2.04,200130,282.42,1,1,0,256,0,0
1155,HP,Notebook,AMD A-Series,4,256GB SSD,AMD Radeon,Windows 10,1.91,42583,141.21,0,0,0,256,0,0
1156,MSI,Gaming,Intel Core i7,16,256GB SSD +  1TB HDD,Nvidia GeForce,Windows 10,2.7,132740,127.34,0,0,1,256,0,0
1157,Lenovo,Ultrabook,Intel Core i7,12,512GB SSD,Intel HD,Windows 7,1.4,204427,157.35,0,0,0,512,0,0
1158,Lenovo,Notebook,Intel Core i5,8,1.0TB Hybrid,AMD Radeon,Windows 10,2.5,70113,141.21,0,0,0,0,10,0
1159,HP,2 in 1 Convertible,Intel Core i7,8,512GB SSD,Intel HD,Windows 10,1.48,181486,220.84,0,1,0,512,0,0
1160,Lenovo,Ultrabook,Intel Core i7,8,256GB SSD,Intel HD,Windows 7,1.7,133291,157.35,0,0,0,256,0,0
1161,MSI,Gaming,Intel Core i7,16,256GB SSD +  1TB HDD,Nvidia GeForce,Windows 10,1.7,157299,157.35,0,0,1,256,0,0
1162,HP,Gaming,Intel Core i7,8,1TB HDD,Nvidia GeForce,Windows 10,2.62,79939,141.21,1,0,1,0,0,0
1163,Lenovo,Notebook,Intel Core i3,8,1TB HDD,Intel HD,Windows 10,2.2,40814,100.45,0,0,1,0,0,0
1164,HP,Notebook,Intel Core i5,4,500GB HDD,Intel HD,No OS,2.1,42414,100.45,0,0,500,0,0,0
1165,Dell,Gaming,Intel Core i7,8,128GB SSD +  1TB HDD,Nvidia GeForce,Windows 10,2.62,133202,282.42,0,0,1,128,0,0
1166,Lenovo,Notebook,Intel Core i5,8,256GB SSD,Intel HD,Windows 10,1.95,123599,141.21,1,0,0,256,0,0
1167,Lenovo,Notebook,Intel Core i3,4,1TB HDD,Nvidia GeForce,Windows 10,2.2,41615,141.21,0,0,1,0,0,0
1168,HP,Notebook,Other Intel Processor,2,32GB Flash Storage,Intel HD,Windows 10,1.44,22141,111.94,0,0,0,0,0,32
1169,MSI,Gaming,Intel Core i7,8,1TB HDD,Nvidia GeForce,Windows 10,2.2,74604,141.21,1,0,1,0,0,0
1170,HP,Notebook,Intel Core i7,8,256GB SSD,Intel HD,Windows 10,1.96,60377,141.21,0,0,0,256,0,0
1171,HP,Notebook,Intel Core i7,16,512GB SSD,Intel UHD,Windows 10,2.1,103058,141.21,0,0,0,512,0,0
1172,Asus,Notebook,Other Intel Processor,4,500GB HDD,Intel HD,Windows 10,2.2,32811,100.45,0,0,500,0,0,0
1173,Lenovo,Notebook,Intel Core i5,4,500GB HDD,Intel HD,No OS,2.1,35390,100.45,0,0,500,0,0,0
1174,Lenovo,Notebook,Intel Core i7,8,1TB HDD,Nvidia GeForce,No OS,2.2,63044,141.21,0,0,1,0,0,0
1175,Asus,Notebook,Intel Core i3,4,256GB SSD,Intel HD,Windows 10,2.0,68379,157.35,0,0,0,256,0,0
1176,Lenovo,Notebook,Intel Core i7,4,1.0TB Hybrid,Intel HD,Windows 7,2.32,73359,141.21,0,0,0,0,10,0
1177,Lenovo,Gaming,Intel Core i7,16,512GB SSD,Nvidia GeForce,Windows 10,3.31,116041,141.21,1,0,0,512,0,0
1178,MSI,Gaming,Intel Core i7,16,128GB SSD +  1TB HDD,Nvidia GeForce,Windows 10,1.91,191478,141.21,0,0,1,128,0,0
1179,HP,Notebook,Intel Core i3,4,500GB HDD,Intel HD,Windows 10,2.07,57798,100.45,0,0,500,0,0,0
1180,Lenovo,2 in 1 Convertible,Intel Core i5,8,256GB SSD,Intel HD,Windows 10,1.36,145562,209.8,1,1,0,256,0,0
1181,Lenovo,Ultrabook,Intel Core i7,6,256GB SSD,Nvidia GeForce,Windows 10,1.54,73893,141.21,0,0,0,256,0,0
1182,Dell,Notebook,Intel Core i7,8,256GB SSD,Nvidia GeForce,Linux,1.98,79584,141.21,0,0,0,256,0,0
1183,Acer,Notebook,Other Intel Processor,4,500GB HDD,Intel HD,Windows 10,2.1,29610,100.45,0,0,500,0,0,0
1184,HP,Notebook,Intel Core i7,6,1TB HDD,Nvidia GeForce,Windows 10,2.18,71047,141.21,1,0,1,0,0,0
1185,Asus,Gaming,Intel Core i7,8,256GB SSD +  1TB HDD,Nvidia GeForce,Windows 10,2.591,80828,141.21,1,0,1,256,0,0
1186,Dell,2 in 1 Convertible,Intel Core i7,16,512GB SSD,Intel HD,Windows 10,2.09,104837,141.21,0,1,0,512,0,0
1187,Acer,Notebook,Intel Core i5,4,256GB SSD,Nvidia GeForce,Windows 10,2.23,61444,141.21,0,0,0,256,0,0
1188,Dell,Ultrabook,Intel Core i5,8,256GB SSD,Intel HD,Linux,1.23,97723,276.05,0,1,0,256,0,0
1189,Acer,Gaming,Intel Core i7,16,256GB SSD +  1TB HDD,Nvidia GeForce,Windows 10,4.2,231103,127.34,1,0,1,256,0,0
1190,Lenovo,Gaming,Intel Core i5,8,1TB HDD,Nvidia GeForce,Windows 10,2.4,72825,141.21,1,0,1,0,0,0
1192,HP,Notebook,Intel Core i5,4,500GB HDD,Intel HD,Windows 10,1.86,43126,100.45,0,0,500,0,0,0
1194,Dell,2 in 1 Convertible,Intel Core i5,8,256GB SSD,Intel HD,Windows 10,1.6,106615,165.63,1,1,0,256,0,0
1195,HP,Notebook,Intel Core i7,12,128GB SSD +  1TB HDD,Nvidia GeForce,Windows 10,2.21,117997,141.21,1,0,1,128,0,0
1196,Lenovo,Notebook,Intel Core i3,4,1TB HDD,AMD Radeon,No OS,1.9,32723,100.45,0,0,1,0,0,0
1197,Asus,Gaming,Intel Core i7,16,512GB SSD +  1TB HDD,Nvidia GeForce,Windows 10,4.3,191178,127.34,1,0,1,512,0,0
1198,Acer,Notebook,Other Intel Processor,4,1TB HDD,Intel HD,Linux,2.1,24186,100.45,0,0,1,0,0,0
1199,MSI,Gaming,Intel Core i7,16,256GB SSD +  1TB HDD,Nvidia GeForce,Windows 10,2.43,182188,127.34,0,0,1,256,0,0
1200,Dell,Notebook,Intel Core i3,4,128GB SSD,AMD Radeon,Windows 10,2.3,44371,100.45,0,0,0,128,0,0
1201,Lenovo,Notebook,Intel Core i7,8,500GB HDD,Nvidia GeForce,No OS,2.2,55931,100.45,0,0,500,0,0,0
1202,Dell,2 in 1 Convertible,Intel Core i7,16,512GB SSD,Intel UHD,Windows 10,2.0,114262,141.21,0,1,0,512,0,0
1203,Dell,Ultrabook,Intel Core i7,16,512GB SSD,Intel HD,Windows 10,1.2,238306,276.05,0,1,0,512,0,0
1204,Asus,Gaming,Intel Core i7,8,1TB HDD,Nvidia GeForce,Windows 10,2.2,103947,141.21,0,0,1,0,0,0
1205,Dell,Notebook,Intel Core i5,8,256GB SSD,AMD Radeon,Windows 10,2.36,79050,141.21,0,0,0,256,0,0
1206,HP,Notebook,Intel Core i5,8,256GB SSD,Intel HD,Windows 10,1.91,51485,100.45,0,0,0,256,0,0
1207,Lenovo,Notebook,AMD E-Series,4,500GB HDD,AMD Radeon,Windows 10,2.2,26587,100.45,0,0,500,0,0,0
1208,Acer,Notebook,Intel Core i3,8,1TB HDD,Nvidia GeForce,Windows 10,3.3,55931,106.11,0,0,1,0,0,0
1209,Asus,Gaming,Intel Core i7,16,256GB SSD +  1TB HDD,Nvidia GeForce,Windows 10,2.2,217765,141.21,0,0,1,256,0,0
1211,Asus,Notebook,Intel Core i7,16,128GB SSD +  1TB HDD,Nvidia GeForce,Windows 10,2.2,155521,141.21,0,0,1,128,0,0
1212,MSI,Gaming,Intel Core i7,16,256GB SSD +  1TB HDD,Nvidia GeForce,Windows 10,2.43,173304,127.34,1,0,1,256,0,0
1213,Dell,2 in 1 Convertible,Intel Core i5,8,256GB SSD,Intel HD,Windows 10,2.191,88831,141.21,1,1,0,256,0,0
1214,Asus,Gaming,Intel Core i7,16,256GB SSD +  1TB HDD,Nvidia GeForce,Windows 10,2.9,173305,127.34,0,0,1,256,0,0
1215,Acer,Netbook,Other Intel Processor,2,32GB SSD,Intel HD,Chrome OS,1.3,15472,135.09,0,0,0,32,0,0
1216,Acer,Notebook,Intel Core i3,4,1TB HDD,Nvidia GeForce,Windows 10,3.3,53174,106.11,0,0,1,0,0,0
1217,Lenovo,Notebook,Intel Core i5,8,1TB HDD,Intel HD,No OS,2.8,47928,106.11,0,0,1,0,0,0
1218,Lenovo,Gaming,Intel Core i7,8,128GB SSD +  1TB HDD,Nvidia GeForce,Windows 10,2.6,113106,141.21,1,0,1,128,0,0
1219,Acer,2 in 1 Convertible,Intel Core i7,8,256GB SSD,Intel HD,Windows 10,1.2,102169,157.35,1,1,0,256,0,0
1220,Lenovo,Notebook,Intel Core i7,8,256GB SSD,Intel HD,Windows 10,2.3,135959,141.21,1,0,0,256,0,0
1221,MSI,Gaming,Intel Core i7,8,128GB SSD +  1TB HDD,Nvidia GeForce,Windows 10,2.2,131256,141.21,0,0,1,128,0,0
1222,HP,Notebook,AMD A-Series,6,1TB HDD,AMD Radeon,Windows 10,2.1,47039,141.21,0,0,1,0,0,0
1223,Dell,Ultrabook,Intel Core i5,8,256GB SSD,Intel HD,Windows 7,1.26,152353,176.23,0,1,0,256,0,0
1225,Asus,Notebook,Other Intel Processor,4,1TB HDD,Intel HD,Windows 10,2.65,27476,100.45,0,0,1,0,0,0
1226,Dell,Ultrabook,Intel Core i7,8,256GB SSD,Intel HD,Windows 10,1.29,131335,276.05,0,1,0,256,0,0
1227,Dell,Notebook,Intel Core i5,4,1TB HDD,Intel HD,Linux,2.18,46404,100.45,0,0,1,0,0,0
1228,Lenovo,Gaming,Intel Core i7,16,128GB SSD +  1TB HDD,Nvidia GeForce,Windows 10,2.6,91499,141.21,1,1,1,128,0,0
1229,MSI,Gaming,Intel Core i7,8,128GB SSD +  1TB HDD,Nvidia GeForce,Windows 10,2.2,102169,141.21,0,0,1,128,0,0
1230,Lenovo,Netbook,Intel Core i7,16,512GB SSD,Intel HD,Windows 10,1.3,146718,176.23,1,1,0,512,0,0
1232,Dell,Notebook,Intel Core i3,8,1TB HDD,Intel HD,Windows 10,2.3,41704,100.45,0,1,1,0,0,0
1233,MSI,Gaming,Intel Core i7,16,256GB SSD +  1TB HDD,Nvidia GeForce,Windows 10,2.7,142094,127.34,0,0,1,256,0,0
1234,Apple,Ultrabook,Intel Core i5,4,256GB Flash Storage,Intel HD,mac OS,1.08,85274,135.09,0,0,0,0,0,256
1235,HP,Notebook,Intel Core i3,4,1TB HDD,Intel HD,Windows 10,2.1,42504,141.21,0,0,1,0,0,0
1236,HP,Ultrabook,Intel Core i7,8,256GB SSD,Intel HD,Windows 7,1.54,195463,209.8,0,0,0,256,0,0
1237,Dell,Notebook,Intel Core i5,4,500GB HDD,Intel HD,Windows 7,2.24,65534,100.45,0,0,500,0,0,0
1238,MSI,Gaming,Intel Core i7,8,128GB SSD +  1TB HDD,Nvidia GeForce,Windows 10,2.3,103947,141.21,0,0,1,128,0,0
1239,Lenovo,Notebook,Intel Core i7,16,512GB SSD,Intel HD,Windows 10,1.4,133291,165.63,1,0,0,512,0,0
1240,Lenovo,Notebook,AMD A-Series,6,256GB SSD,AMD Radeon,Windows 10,2.2,53136,141.21,0,0,0,256,0,0
1241,Asus,Ultrabook,Intel Core i7,8,256GB SSD,Intel HD,Windows 10,1.45,113818,165.63,0,0,0,256,0,0
1242,Acer,Notebook,Intel Core i3,4,500GB HDD,Intel HD,Linux,2.4,32171,100.45,0,0,500,0,0,0
1243,Dell,2 in 1 Convertible,Intel Core i7,16,512GB SSD,Nvidia GeForce,Windows 10,2.77,159967,127.34,0,1,0,512,0,0
1244,HP,Notebook,Intel Core i5,4,256GB SSD,Intel HD,Windows 7,1.54,97811,157.35,0,0,0,256,0,0
1245,Asus,Gaming,Intel Core i7,16,256GB SSD +  1TB HDD,Nvidia GeForce,Windows 10,2.5,142272,141.21,1,0,1,256,0,0
1246,Dell,Notebook,Intel Core i5,4,500GB HDD,Intel HD,Windows 10,1.6,77805,111.94,0,0,500,0,0,0
1247,Asus,Gaming,Intel Core i7,16,256GB SSD +  1TB HDD,Nvidia GeForce,Windows 10,2.34,206739,141.21,1,0,1,256,0,0
1248,Lenovo,Notebook,Intel Core i5,8,256GB SSD,Intel HD,No OS,2.3,50951,141.21,1,0,0,256,0,0
1249,Dell,2 in 1 Convertible,Intel Core i5,8,256GB SSD,Intel HD,Windows 10,1.24,161212,276.05,0,1,0,256,0,0
1250,Dell,Notebook,Other Intel Processor,4,500GB HDD,Intel HD,Linux,2.2,28810,100.45,0,0,500,0,0,0
1251,HP,Notebook,AMD A-Series,4,500GB HDD,AMD Radeon,Windows 10,1.86,35479,100.45,0,0,500,0,0,0
1252,Lenovo,Notebook,Intel Core i3,6,128GB SSD,Nvidia GeForce,Windows 10,2.4,50595,141.21,0,0,0,128,0,0
1253,Lenovo,Notebook,Intel Core i5,8,256GB SSD,Intel HD,Windows 10,1.9,95322,157.35,1,0,0,256,0,0
1254,Dell,Notebook,Other Intel Processor,4,500GB HDD,Intel HD,Windows 10,2.2,39480,100.45,0,0,500,0,0,0
1255,Asus,Notebook,Other Intel Processor,4,1TB HDD,Intel HD,Windows 10,2.0,30144,100.45,0,0,1,0,0,0
1256,Asus,Gaming,Intel Core i7,16,128GB SSD +  1TB HDD,Nvidia GeForce,Windows 10,4.0,168948,127.34,1,0,1,128,0,0
1257,Dell,Notebook,Intel Core i3,4,500GB HDD,Intel HD,Windows 10,2.29,43571,100.45,0,0,500,0,0,0
1258,Lenovo,Notebook,Intel Core i7,8,1.0TB Hybrid,AMD Radeon,Windows 7,2.32,79583,141.21,0,0,0,0,10,0
1259,MSI,Gaming,Intel Core i7,8,128GB SSD +  1TB HDD,Nvidia GeForce,Windows 10,2.4,109283,141.21,0,0,1,128,0,0
1260,Lenovo,2 in 1 Convertible,Intel Core i5,4,128GB SSD,Intel HD,Windows 10,1.8,74071,157.35,0,1,0,128,0,0
1261,Asus,Ultrabook,Other Intel Processor,8,512GB SSD,Intel HD,Windows 10,1.2,64823,165.63,1,0,0,512,0,0
1262,Dell,Notebook,Intel Core i3,6,1TB HDD,Intel HD,Windows 10,2.3,40814,100.45,0,0,1,0,0,0
1263,Acer,Notebook,Other Intel Processor,4,500GB HDD,Intel HD,Linux,2.4,25698,100.45,0,0,500,0,0,0
1264,Dell,Notebook,Other Intel Processor,2,500GB HDD,Intel HD,Windows 10,2.2,33701,100.45,0,0,500,0,0,0
1265,Lenovo,Notebook,Intel Core i7,8,1TB HDD,Nvidia GeForce,Windows 10,2.6,79939,141.21,1,0,1,0,0,0
1266,HP,Notebook,AMD A-Series,6,1.0TB Hybrid,AMD Radeon,Windows 10,2.04,48905,141.21,0,0,0,0,10,0
1267,Dell,Notebook,Intel Core i7,8,1TB HDD,AMD Radeon,Linux,2.3,71669,100.45,0,0,1,0,0,0
1268,HP,Netbook,Other Intel Processor,2,32GB Flash Storage,Intel HD,Windows 10,1.17,18584,135.09,0,0,0,0,0,32
1269,Asus,Notebook,Intel Core i7,4,500GB HDD,Nvidia GeForce,Windows 10,2.2,64051,100.45,0,0,500,0,0,0
1270,Lenovo,2 in 1 Convertible,Intel Core i7,4,128GB SSD,Intel HD,Windows 10,1.8,56731,157.35,1,1,0,128,0,0
1271,Lenovo,2 in 1 Convertible,Intel Core i7,16,512GB SSD,Intel HD,Windows 10,1.3,133291,276.05,1,1,0,512,0,0
1272,Lenovo,Notebook,Other Intel Processor,2,64GB Flash Storage,Intel HD,Windows 10,1.5,20363,111.94,0,0,0,0,0,64
1273,HP,Notebook,Intel Core i7,6,1TB HDD,AMD Radeon,Windows 10,2.19,67935,100.45,0,0,1,0,0,0
